Annotation,Location
+,57
R,180
R,527
R,847
R,1166
R,1512
R,1833
"""",2083
R,2460
R,2789
R,3088
R,3420
R,3754
R,4058
R,4386
R,4720
R,5035
R,5378
R,5740
R,6060
R,6415
R,6799
R,7122
R,7480
R,7827
R,8138
R,8478
R,8818
R,9137
R,9497
R,9853
R,10182
R,10538
R,10893
R,11224
R,11582
R,11917
R,12236
R,12589
R,12941
R,13261
R,13618
R,13949
R,14283
R,14626
R,14968
R,15288
R,15638
R,15977
R,16305
R,16651
R,17018
R,17353
R,17707
R,18049
R,18371
R,18715
R,19055
R,19366
R,19721
R,20054
R,20374
R,20730
R,21068
R,21383
R,21731
R,22060
R,22378
R,22726
R,23074
R,23396
R,23747
R,24084
R,24405
R,24769
R,25120
R,25446
R,25810
R,26157
R,26492
R,26841
R,27195
R,27546
R,27874
R,28205
R,28557
R,28888
R,29234
R,29593
R,29926
R,30280
R,30637
R,30975
R,31325
R,31692
R,32019
R,32360
R,32704
R,33027
R,33357
R,33712
R,34026
"""",34275
N,34652
R,34976
+,35142
"""",35220
N,35587
"""",35853
N,36208
"""",36474
N,36840
"""",37090
N,37444
"""",37713
N,38056
"""",38298
N,38654
"""",38919
N,39264
"""",39509
N,39863
"""",40096
N,40458
"""",40707
N,41059
"""",41291
N,41648
"""",41892
R,42221
"""",42444
R,42788
"""",43024
R,43357
"""",43597
R,43937
"""",44177
R,44526
"""",44767
R,45113
"""",45342
R,45692
"""",45926
R,46256
"""",46490
R,46817
"""",47050
R,47398
"""",47658
R,48009
"""",48249
R,48598
"""",48834
R,49184
"""",49431
R,49782
"""",50031
R,50372
"""",50616
R,50970
"""",51207
R,51559
"""",51802
R,52143
x,52315
A,52598
R,52995
x,53176
V,53239
V,53392
+,53625
R,53780
R,54109
R,54441
R,54771
R,55090
R,55426
R,55789
R,56118
R,56479
R,56844
R,57192
R,57568
R,57932
R,58262
R,58604
R,58936
R,59265
R,59606
R,59959
R,60294
R,60657
R,61029
R,61370
R,61748
R,62120
R,62478
R,62854
R,63230
R,63573
R,63939
R,64281
R,64621
R,65004
R,65351
R,65701
R,66056
R,66394
R,66731
R,67097
R,67453
R,67825
R,68199
R,68548
R,68893
R,69244
R,69585
R,69934
R,70283
R,70634
R,70984
R,71334
R,71695
R,72036
R,72387
R,72744
R,73083
R,73433
R,73793
R,74123
R,74487
R,74837
R,75177
R,75532
R,75898
R,76233
R,76592
R,76955
R,77294
R,77653
R,78011
R,78337
R,78680
R,79028
R,79345
R,79685
R,80032
R,80342
R,80671
R,81026
R,81344
R,81676
R,82037
R,82371
R,82690
R,83045
R,83376
R,83692
R,84042
R,84376
R,84685
R,85036
R,85367
R,85678
R,86009
R,86336
R,86644
R,86978
R,87324
R,87649
R,87991
R,88363
R,88714
R,89054
R,89411
R,89752
R,90083
R,90426
R,90758
R,91082
R,91423
R,91786
R,92113
R,92457
R,92816
R,93168
R,93508
R,93868
R,94192
R,94522
R,94867
R,95208
R,95527
R,95886
R,96207
R,96540
R,96886
R,97233
R,97557
R,97917
R,98261
R,98578
R,98923
R,99269
R,99597
R,99931
R,100285
R,100604
R,100945
R,101283
R,101596
R,101956
R,102308
R,102631
R,102985
R,103328
R,103649
R,103997
R,104330
